espacio_ve,ubicacion
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
"""SALABERRY"," JUAN FRANCISCO"""
"""SALABERRY"," JUAN FRANCISCO"""
Árbol Latifoliado Perenne,SARMIENTO
SARMIENTO,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR
SARMIENTO,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR
17 DE MAYO (Denominación Propuesta),CAROYA - MONTE - BASUALDO
17 DE MAYO (Denominación Propuesta),CAROYA - MONTE - BASUALDO
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""ALBERDI", JUAN BAUTISTA
"""ALBERDI", JUAN BAUTISTA
"""ALBERDI", JUAN BAUTISTA
"""ALBERDI", JUAN BAUTISTA
"""ALBERDI", JUAN BAUTISTA
"""ALBERDI", JUAN BAUTISTA
"""ALBERDI", JUAN BAUTISTA
"""IRIGOYEN", MARTIN
"""IRIGOYEN", MARTIN
"""IRIGOYEN", MARTIN
"""IRIGOYEN", MARTIN
"""IRIGOYEN", MARTIN
"""IRIGOYEN", MARTIN
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
"""REPETTO"," NICOLAS"""
"""REPETTO"," NICOLAS"""
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
Árbol Latifoliado Perenne,SARMIENTO
SARMIENTO,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR
S/D,"""REMEDIOS"
NUESTRA SEÑORA DE LUJÁN DE LOS PATRIOTAS (denominación usual),"""CASTRO"
NUESTRA SEÑORA DE LUJÁN DE LOS PATRIOTAS (denominación usual),"""CASTRO"
ELEODORO MARENCO,YRUPE - COSQUIN - MONTE - AMANCAY
S/D,ERCILLA (NO ) - FRAGATA HERCULES - ERCILLA (SE) - FRAGATA TRINIDAD
S/D,ERCILLA (NO ) - FRAGATA HERCULES - ERCILLA (SE) - FRAGATA TRINIDAD
S/D,ERCILLA (NO ) - FRAGATA HERCULES - ERCILLA (SE) - FRAGATA TRINIDAD
S/D,ERCILLA (NO ) - FRAGATA HERCULES - ERCILLA (SE) - FRAGATA TRINIDAD
"""DI PASCUALE"," JORGE"""
S/D,"""REMEDIOS"
Árbol Latifoliado Perenne,SANTOJANNI: SECTOR MADRE ANA MARIA MOGAS
"""ALBERDI", JUAN BAUTISTA
"""ALBERDI", JUAN BAUTISTA
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
"""PALACIOS"," ALFREDO L."""
SUPERINTENDENCIA DE BOMBEROS DE LA POLICÍA FEDERAL,"""CASTRO"
"""SALABERRY"," JUAN FRANCISCO"""
S/D,"""GARZON"
S/D,"""GARZON"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""LACARRA"
S/D,"""LACARRA"
S/D,"""LACARRA"
S/D,"""ARTIGAS"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
SARMIENTO,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR
"""DUNANT"," HENRY"""
S/D,"""BILBAO"
S/D,"""BILBAO"
S/D,"""BILBAO"
S/D,"""BILBAO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
S/D,"""DIRECTORIO"
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
"""SUAREZ"," JUSTO"""
SARMIENTO,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR
S/D,"""PASAJE S/D    E /  FERNANDEZ Y BERMUDEZ"
S/D,"""PASAJE S/D    E /  FERNANDEZ Y BERMUDEZ"
S/D,"""PASAJE S/D    E /  FERNANDEZ Y BERMUDEZ"
"""AVELLANEDA", NICOLÁS
S/D,"""SAN JUAN BAUTISTA DE LA SALLE"
S/D,"""SAN JUAN BAUTISTA DE LA SALLE"
S/D,"""SAN JUAN BAUTISTA DE LA SALLE"
"""CORSINI"," IGNACIO"""
"""CORSINI"," IGNACIO"""
"""CORSINI"," IGNACIO"""
S/D,"""PASAJE S/D   E / GAITAN"
"""AVELLANEDA", NICOLÁS
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
"""DI PASCUALE"," JORGE"""
S/D,"""REMEDIOS"
S/D,"""REMEDIOS"
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""SALABERRY"," JUAN FRANCISCO"""
"""AVELLANEDA", NICOLÁS
"""SALABERRY"," JUAN FRANCISCO"""
"""SALABERRY"," JUAN FRANCISCO"""
"""SALABERRY"," JUAN FRANCISCO"""
S/D,"""GARZON"
DE LOS MATADEROS,"""DE LA TORRE"
DE LOS MATADEROS,"""DE LA TORRE"
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
S/D,SANTANDER - ASTURIAS - SANTIAGO DE COMPOSTELA - MOZART
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
SANTOJANNI,MARTINIANO LEGUIZAMÓN. - PATRON - MURGUIONDO -  ACASSUSO
"""DUNANT"," HENRY"""
"""DUNANT"," HENRY"""
S/D,"""ASTURIAS"
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
"""AVELLANEDA", NICOLÁS
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
S/D,"""DELLEPIANE"
DE LOS MATADEROS,"""DE LA TORRE"
"""DUNANT"," HENRY"""
"""PALACIOS"," ALFREDO L."""
"""PALACIOS"," ALFREDO L."""
"""PALACIOS"," ALFREDO L."""
"""DUNANT"," HENRY"""
"""DUNANT"," HENRY"""
SANTOJANNI: SECTOR MADRE ANA MARIA MOGAS,"""DE LA TORRE"
SANTOJANNI: SECTOR MADRE ANA MARIA MOGAS,"""DE LA TORRE"
"""OLIVERA"," DOMINGO"""
"""OLIVERA"," DOMINGO"""
S/D,"""SANTIAGO DE COMPOSTELA"
S/D,"""ARTIGAS"
"""DUNANT"," HENRY"""
S/D,"""MORENO"
S/D,"""MORENO"
S/D,"""MORENO"
S/D,"""MORENO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
Árbol Latifoliado Perenne,CIUDAD de BANFF
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
"""NELSON", ERNESTO
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
PRISIONEROS DE LA TIERRA (PASEO DEL CINE),"""FALCON"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
LA HISTORIA OFICIAL (PASEO DEL CINE),"""FALCON"
LA HISTORIA OFICIAL (PASEO DEL CINE),"""FALCON"
LA HISTORIA OFICIAL (PASEO DEL CINE),"""FALCON"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
"""VACCAREZZA"," ALBERTO"""
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
DE LA POLICIA FEDERAL,"""LINCOLN"
DE LA POLICIA FEDERAL,"""LINCOLN"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""FALCON", RAMON L.
"""AMIGOS"," LOS"""
VILLA REAL (Denominaci¢n usual),"""BRUSELAS - VARELA"
"""TERAN", JUAN BAUTISTA
PASEO de VERSALLES,"""PORCEL DE PERALTA"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
8 DE MARZO - DIA INTERNACIONAL DE LA MUJER,"""IRIGOYEN - RUIZ DE LOS LLANOS - MAGARIÑOS CERVANTES"
8 DE MARZO - DIA INTERNACIONAL DE LA MUJER,"""IRIGOYEN - RUIZ DE LOS LLANOS - MAGARIÑOS CERVANTES"
8 DE MARZO - DIA INTERNACIONAL DE LA MUJER,"""IRIGOYEN - RUIZ DE LOS LLANOS - MAGARIÑOS CERVANTES"
PRISIONEROS DE LA TIERRA (PASEO DEL CINE),"""FALCON"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
"""ROLDAN"," BELISARIO"""
"""ROLDAN"," BELISARIO"""
MONTE CASTRO,"""MERCEDES - MIRANDA - GUALEGUAYCHU - GONZALEZ"
"""TERAN", JUAN BAUTISTA
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
DON BOSCO,"""LOPEZ DE VEGA - MIRANDA - CALDERON DE LA BARCA"
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""NELSON", ERNESTO
"""NELSON", ERNESTO
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
"""NELSON", ERNESTO
VELEZ SARSFIELD,"""AVELLANEDA"
DERECHOS DEL HOMBRE,"""JUSTO"
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""FALCON", RAMON L.
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
"""NELSON", ERNESTO
"""NELSON", ERNESTO
"""NELSON", ERNESTO
"""VACCAREZZA"," ALBERTO"""
"""VACCAREZZA"," ALBERTO"""
"""VACCAREZZA"," ALBERTO"""
"""VACCAREZZA"," ALBERTO"""
"""LAFITTE", FERMIN
"""LAFITTE", FERMIN
Árbol Latifoliado Perenne,"""TERAN"
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
EJERCITO DE LOS ANDES,"""RIVADAVIA AV. - CORVALAN - FALCON"
EJERCITO DE LOS ANDES,"""RIVADAVIA AV. - CORVALAN - FALCON"
EJERCITO DE LOS ANDES,"""RIVADAVIA AV. - CORVALAN - FALCON"
EJERCITO DE LOS ANDES,"""RIVADAVIA AV. - CORVALAN - FALCON"
EJERCITO DE LOS ANDES,"""RIVADAVIA AV. - CORVALAN - FALCON"
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
Árbol Latifoliado Perenne,S/D
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
S/D,"""FLORES"
"""TERAN", JUAN BAUTISTA
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
"""TERAN", JUAN BAUTISTA
DERECHOS DEL HOMBRE,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
Árbol Latifoliado Perenne,DERECHOS DEL HOMBRE
Árbol Latifoliado Perenne,DERECHOS DEL HOMBRE
Árbol Latifoliado Perenne,DERECHOS DEL HOMBRE
DERECHOS DEL HOMBRE,"""JUSTO"
LA VICTORIA (Denominaci¢n Propuesta),"""GAONA"
LA VICTORIA (Denominaci¢n Propuesta),"""GAONA"
LA VICTORIA (Denominaci¢n Propuesta),"""GAONA"
LA VICTORIA (Denominaci¢n Propuesta),"""GAONA"
LA VICTORIA (Denominaci¢n Propuesta),"""GAONA"
LA VICTORIA (Denominaci¢n Propuesta),"""GAONA"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
29 DE DICIEMBRE DE 2001,"""MERCEDES e/ GONZALEZ"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
"""FALCON", RAMON L.
PASEO de VERSALLES,"""PORCEL DE PERALTA"
"""VACCAREZZA"," ALBERTO"""
"""NELSON", ERNESTO
"""NELSON", ERNESTO
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
PASEO de VERSALLES,"""PORCEL DE PERALTA"
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
"""TERAN", JUAN BAUTISTA
EJERCITO DE LOS ANDES,"""RIVADAVIA AV. - CORVALAN - FALCON"
Árbol Latifoliado Perenne,"""TERAN"
Árbol Latifoliado Perenne,"""TERAN"
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
S/D,"""JUSTO"
DERECHOS DEL HOMBRE,"""JUSTO"
VELEZ SARSFIELD,"""AVELLANEDA"
Árbol Latifoliado Perenne,VELEZ SARSFIELD
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
VELEZ SARSFIELD,"""AVELLANEDA"
"""LAFITTE", FERMIN
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""FALCON", RAMON L.
"""FALCON", RAMON L.
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
EJERCITO DE LOS ANDES,"""RIVADAVIA AV. - CORVALAN - FALCON"
"""TERAN", JUAN BAUTISTA
"""TERAN", JUAN BAUTISTA
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
CIUDAD de BANFF,LISBOA -  REPUBLICA DE CROACIA -  ROMA - ARREGUI
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
S/D,"""JUSTO"
